code,scenario,seed,framework,shock_type,impact,affected_organizations,affected_fraction,mean_dimension_loss,maximum_dimension_loss,pre_shock_E_GMI,post_shock_E_GMI,immediate_E_GMI_loss,pre_shock_ranking,post_shock_ranking,ranking_preserved
P12,network_m_3,9010,DBL,security,0.3,50,1.0,0.006720000000000004,0.03400000000000003,0.14417095279919923,0.14282695279919924,0.001343999999999984,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9010,DMM,security,0.3,50,1.0,0.006720000000000004,0.03400000000000003,0.1239657908110795,0.1226217908110795,0.001343999999999998,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9010,ISF,security,0.3,50,1.0,0.006720000000000004,0.03400000000000003,0.1548183480656701,0.15347434806567015,0.0013439999999999563,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9011,DBL,security,0.3,49,0.98,0.005398482601574498,0.03600000000000003,0.1426198192306263,0.14156171664071768,0.0010581025899086272,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9011,DMM,security,0.3,49,0.98,0.005398482601574498,0.03600000000000003,0.12257331534037641,0.12151521275046781,0.0010581025899085994,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9011,ISF,security,0.3,49,0.98,0.005398482601574498,0.03600000000000003,0.1535787910005478,0.1525206884106392,0.0010581025899085994,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9012,DBL,security,0.3,50,1.0,0.006080000000000005,0.02800000000000003,0.1449131361044312,0.1436971361044312,0.0012160000000000226,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9012,DMM,security,0.3,50,1.0,0.006080000000000005,0.02800000000000003,0.1246128345543485,0.1233968345543485,0.0012160000000000087,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9012,ISF,security,0.3,50,1.0,0.006080000000000005,0.02800000000000003,0.1553449773802125,0.15412897738021247,0.0012160000000000226,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9013,DBL,security,0.3,50,1.0,0.006560000000000005,0.04000000000000004,0.14959152211974874,0.14827952211974874,0.0013120000000000076,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9013,DMM,security,0.3,50,1.0,0.006560000000000005,0.04000000000000004,0.12922560994858426,0.12791360994858425,0.0013120000000000076,ISF>DBL>DMM,ISF>DBL>DMM,True
